3409 3409      #   type=2000 audit(0.0:1): initialized
3409 3409  auditd type=2000 audit(0.0:1): initialized 
3572 3578  Diag_Lib [IMS_FATAL]| 3578 |qpdpl: qpDplMainLoop : DPL Initialize Failed, Exit 
3572 3578  Diag_Lib [IMS_AP_RTP]"qvp_rtp_sl_register_cb : app data = 1" 
3572 3578  Diag_Lib qvp_rtp_media_init  
3572 3578  Diag_Lib [IMS_AP_RTP]"qvp_rtp_dpl_init_cb: Dpl initialize Failure" 
0 0  init Service 'vendor.ims_rtp_daemon' (pid 3572) exited with status 2 
0 0  init Sending signal 9 to service 'vendor.ims_rtp_daemon' (pid 3572) process group... 
0 0  libprocessgroup Successfully killed process cgroup uid 1000 pid 3572 in 0ms 
3573 3573  Diag_Lib qpLogDiagInit <== result : 1 
3573 3573  Diag_Lib DATAD : gIsQXDMDisabled 0, gIsADBDisabled 1, gIsDebugDisabled 0, gIsIMSLogsDisabled 0 
3573 3573  Diag_Lib [IMS_DataD] imsdatad.c | 5855 | | 3573 |DATAD#$$#0#DATAD STARTED 
3573 3573  QMI_FW QMUXD: WARNING qmi_qmux_if_pwr_up_init failed! rc=-6  
0 0  init processing action (vendor.ims.DATA_DAEMON_STATUS=1) from (/vendor/etc/init/hw/init.target.rc:287) 
0 0  init Received control message 'stop' for 'vendor.imsrcsservice' from pid: 3573 (/system/vendor/bin/imsdatadaemon) 
0 0  init Sending signal 9 to service 'vendor.imsrcsservice' (pid 3565) process group... 
0 0  libprocessgroup Successfully killed process cgroup uid 1000 pid 3565 in 5ms 
0 0  init Service 'vendor.imsrcsservice' (pid 3565) received signal 9 
0 0  init Received control message 'start' for 'vendor.imsrcsservice' from pid: 3573 (/system/vendor/bin/imsdatadaemon) 
0 0  init starting service 'vendor.imsrcsservice'... 
0 0  init Received control message 'stop' for 'vendor.imsrcsservice' from pid: 3573 (/system/vendor/bin/imsdatadaemon) 
0 0  init Sending signal 9 to service 'vendor.imsrcsservice' (pid 3592) process group... 
0 0  libprocessgroup Successfully killed process cgroup uid 1000 pid 3592 in 5ms 
0 0  init Service 'vendor.imsrcsservice' (pid 3592) received signal 9 
0 0  init Received control message 'start' for 'vendor.imsrcsservice' from pid: 3573 (/system/vendor/bin/imsdatadaemon) 
0 0  init starting service 'vendor.imsrcsservice'... 
3593 3593  imsrcsd Uce Service HAL  is starting up... 
3593 3593  imsrcsd getAndroidPropValue : vendor.ims.DATA_DAEMON_STATUS[1] 
0 0  init starting service 'vendor.ims_rtp_daemon'... 
3595 3595  RTPServiceImpl qpLogDiagInit <== result : 1; log_write_mutex is Initialized 
3595 3595  RTPServiceImpl [IMS_AP_RTP]"RTP Daemon main entry : 3e9" 
3595 3595  RTPServiceImpl [IMS_AP_RTP]"RTP Daemon bLogRTPMsgs 1, bLogRTPDataMsgs 2, bLogAdbMsgs 0" 
3595 3595  Diag_Lib [IMS_AP_RTP]"qvp_rtp_task_init" 
3595 3595  RTPServiceImpl [IMS_AP_RTP]"ims-rtp-daemon listen done" 
3595 3595  RTPServiceImpl [IMS_AP_RTP]"ims-rtp-daemon qmi_rtp_register_service >" 
3595 3600  Diag_Lib DPL : gIsQXDMDisabled 0, gIsADBDisabled 1, gIsDebugDisabled 0, gIsIMSLogsDisabled 0 gIsDebugDataPathDisabled = 0 
3595 3600  Diag_Lib [IMS_AP_RTP]"qvp_rtp_handle_signals call ret qpDplInitTaskInfo 1" 
3595 3600  Diag_Lib [IMS_FATAL]| 3600 |qpNetSetReadFds - DataD IPC socket not available 
3595 3600  Diag_Lib [IMS_FATAL]| 3600 |qpCheckSockEventsOnNetConnProfiles : pNetConnProfileArray NULL 
3595 3595  RTPServiceImpl [IMS_AP_RTP]"ims-rtp-daemon qmi_rtp_register_service rc : 0" 
3595 3595  RTPServiceImpl [IMS_AP_RTP]"ims-rtp-daemon qmi_rtp_register_service service_cookie.service_handle : 0x1" 
3595 3595  RTPServiceImpl [IMS_AP_RTP]"HIDL Service is starting." 
3595 3601  RTPServiceImpl [IMS_AP_RTP]"ms-rtp-daemon ims_rtp_qmi_handler_thread_func >" 
3595 3595  Diag_Lib bLogRTPMSgs =1,rtpdata=2,adblog=0 
3595 3595  RTPServiceImpl [IMS_AP_RTP]"RTPService callback Registraton" 
3595 3595  RTPServiceImpl [IMS_AP_RTP]"[ION_RTP]Device open success" 
3595 3600  Diag_Lib [IMS_FATAL]| 3600 |qpCheckSockEventsOnNetConnProfiles : pNetConnProfileArray NULL 
3595 3600  Diag_Lib [IMS_AP_RTP]"rtp_register :: active num_users 1 " 
3593 3593  imsrcsd getAndroidPropValue : vendor.ims.modem.multisub.cap[1] 
3593 3593  imsrcsd Uce Service HAL  detected modemVersion[1] 
3593 3593  imsrcsd getAndroidPropValue : vendor.ims.rcs_version[0] 
3593 3593  imsrcsd getAndroidPropValue : vendor.ims.rcs_version[0] 
3593 3593  imsrcsd Uce Service HAL  loading imsrcsbaseimpl 
3593 3593  imsrcsd Starting Service for First Time imsbaseimpl 
3593 3593  imsrcsd ImsRcsBaseImpl CM_IMSCONNECTIONMANAGER_CREATE_CONNECTION Before Registering Service 
1552 1671  QRCSService IServiceNotification.onRegistration 
1552 1671  QRCSService Trying to get HIDL-IUceService 
3593 3593  imsrcsd ImsRcsBaseImpl CM_IMSCONNECTIONMANAGER_CREATE_CONNECTION After Registering Service 
3593 3593   [IMS_COM] |ImsCom.cpp | 53 | | 3593 |Com Fd: 7 
3593 3593   [IMS_COM] |ImsCom.cpp | 158 | | 3593 |ImsCom::addComEventHandler(int 7, ComEventCallback 0x7f7450f294, void* 0x0, ComCloseCallback 0x0, events 17) EX 
3593 3593   [IMS_COM] |ImsCom.cpp | 170 | | 3593 |ImsCom::addComEventHandler epoll_ctl returns: 0 
3593 3593   [IMS_COM] |ImsCom.cpp | 56 | | 3593 |ImsCom is ready. epollFd:6 
3593 3593   [IMS_COM] |ImsQmiSvc.cpp | 42 | | 3593 |ImsQmiSvc: Xtor  
3593 3593   [IMS_COM] |ImsQmiSvc.cpp | 44 | | 3593 |ImsQmiSvc: qmiimssvcfd : 8  
3593 3593   [IMS_COM] |ImsCom.cpp | 158 | | 3593 |ImsCom::addComEventHandler(int 8, ComEventCallback 0x7f74513e7c, void* 0x7f74025140, ComCloseCallback 0x0, events 1) EX 
3593 3593   [IMS_COM] |ImsCom.cpp | 170 | | 3593 |ImsCom::addComEventHandler epoll_ctl returns: 0 
400 400 TENScsd TENScsd  size 2  size 4  
3593 3593  QMI_FW QMUXD: WARNING qmi_qmux_if_pwr_up_init failed! rc=-6  
3593 3593   [IMS_COM] |ImsQmiSvc.cpp | 115 | | 3593 |ImsQmiSvc: registerForQmiSvcUp  
3593 3593   [IMS_COM] |ImsQmiPrivate.cpp | 119 | | 3593 |ImsQmiPrivate Xtor 
3593 3593   [IMS_COM] |ImsCom.cpp | 158 | | 3593 |ImsCom::addComEventHandler(int 13, ComEventCallback 0x7f745122d0, void* 0x7f74025140, ComCloseCallback 0x0, events 1) EX 
3593 3593   [IMS_COM] |ImsCom.cpp | 170 | | 3593 |ImsCom::addComEventHandler epoll_ctl returns: 0 
3593 3593   [IMS_COM] |ImsQmiPrivate.cpp | 226 | | 3593 |QMI IMS Private listener added 0x7f74016180 
3593 3593   ImsCallInfoService - <API SVC> registerServiceImpl: Registering for vendor.qti.ims.callinfo  
400 400 TENS       121035042          
3593 3593  imsrcsd ImsRcsBaseImpl ImsCallInfo After Registering Service 
1552 1671  android_os_HwBinder HwBinder: Starting thread pool for com.qualcomm.qti.uceservice::com.qualcomm.qti.uceservice@2.0::IUceService 
1552 1671  QRCSService Received HIDL-UCEService 
1572 1618  SubscriptionController [getActiveSubInfoList] Sub Controller not ready 
1552 1671  QRCSService setHidlUceService failed 
0 0   arb_monitor_work start 
0 0   arb_monitor_work | ibus_current = 500702 uA 
0 0   arb_monitor_work | vbus_voltage = 4855008 uA 
1214 1314  CompatibilityInfo mCompatibilityFlags - 4 
1214 1314  CompatibilityInfo applicationDensity - 160 
1214 1314  CompatibilityInfo applicationScale - 1.0 
1214 1243  ActivityManager Attempted to start a foreground service (ComponentInfo{com.tblenovo.lewea/com.tblenovo.weather.service.TimeTickService}) with a broken notification (no icon: Notification(channel=tblenovo.channel.WEATHER pri=0 contentView=null vibrate=null sound=null defaults=0x0 flags=0x40 color=0x00000000 vis=PRIVATE)) 
2490 2490  LenovoWeatherApp TimeTickService onCreate 
2490 2490  LenovoWeatherApp TimeTickService onStartCommand 
1408 1408  KeyguardUpdateMonitor received broadcast android.intent.action.TIME_TICK 
1408 1408  KeyguardUpdateMonitor handleTimeUpdate 
1214 1243  CompatibilityInfo mCompatibilityFlags - 4 
1214 1243  CompatibilityInfo applicationDensity - 160 
1214 1243  CompatibilityInfo applicationScale - 1.0 
2490 2490  LenovoWeatherApp TimeTickService onDestroy 
2490 2490  LenovoWeatherApp CommonReceiver action=com.lenovo.weather.action.TIME_TICK 
1572 1618  QtiSubscriptionController getPhoneId, received dummy subId 2147483643 
1572 1618  PhoneInterfaceManager [PhoneIntfMgr] getCarrierPrivilegeStatus: No UICC 
2490 2490  System.err java.lang.SecurityException: getDeviceId 
2490 2490  System.err  at android.os.Parcel.createException(Parcel.java:1950) 
2490 2490  System.err  at android.os.Parcel.readException(Parcel.java:1918) 
2490 2490  System.err  at android.os.Parcel.readException(Parcel.java:1868) 
2490 2490  System.err  at com.android.internal.telephony.ITelephony$Stub$Proxy.getDeviceId(ITelephony.java:5460) 
2490 2490  System.err  at android.telephony.TelephonyManager.getDeviceId(TelephonyManager.java:1224) 
2490 2490  System.err  at com.tblenovo.weather.g.g.b(Unknown Source:8) 
2490 2490  System.err  at com.tblenovo.weather.receiver.CommonReceiver.onReceive(Unknown Source:355) 
2490 2490  System.err  at android.app.ActivityThread.handleReceiver(ActivityThread.java:3542) 
2490 2490  System.err  at android.app.ActivityThread.access$1200(ActivityThread.java:203) 
2490 2490  System.err  at android.app.ActivityThread$H.handleMessage(ActivityThread.java:1710) 
2490 2490  System.err  at android.os.Handler.dispatchMessage(Handler.java:106) 
2490 2490  System.err  at android.os.Looper.loop(Looper.java:193) 
2490 2490  System.err  at android.app.ActivityThread.main(ActivityThread.java:6859) 
2490 2490  System.err  at java.lang.reflect.Method.invoke(Native Method) 
2490 2490  System.err  at com.android.internal.os.RuntimeInit$MethodAndArgsCaller.run(RuntimeInit.java:493) 
2490 2490  System.err  at com.android.internal.os.ZygoteInit.main(ZygoteInit.java:858) 
2490 2490  LenovoWeatherApp imeiNo=33 
2490 2490  LenovoWeatherApp locationTime=33:00 
1408 1408  KeyguardIndication computeIndication mHandler.sendMessageDelayed 
1214 1242 _u     ^    2'       com.tblenovo.launcher:IotService           `8                `                 1       
1214 1214            notification-policy E       
1214 1214        A'            com.tblenovo.lewea          NULL          Notification(channel=tblenovo.channel.WEATHER pri=0 contentView=null vibrate=null sound=null defaults=0x0 flags=0x40 color=0xff607d8b vis=PRIVATE)     
1214 1214            notification-policy         
1214 1214        A'            com.tblenovo.lewea          NULL          Notification(channel=tblenovo.channel.WEATHER pri=2 contentView=com.tblenovo.lewea/0x7f090018 vibrate=null sound=null defaults=0x0 flags=0x10 color=0x00000000 vis=PUBLIC)     
1214 1242 _u          2'       com.tblenovo.launcher   K       @                 p_                '       
1214 1214  LightsBrightnessControl timeLedOff=false 
2421 2421  AccessCtrlService(0) updateToken>>>201810231510>>>timeReceiver :                      0   14    
2421 2421  AccessCtrlService(0) updateToken>>>>>>sp                      : 1546272060033 
1214 1242 _u          ^'       com.dolby.daxappui  0W       @5                                          
1214 1242 _u     s    /'       com.android.providers.calendar   ^       P:                 ~                        
1214 1242 _u     ~             com.android.keychain   A       @&                P                         
1214 1242 _u          Z'       com.android.email            i                                          
1214 1242 _u               .   com.qualcomm.qti.services.secureui:sui_service   G       P)                                          
1408 1408  ndroid.systemu Explicit concurrent copying GC freed 12484(601KB) AllocSpace objects, 0(0B) LOS objects, 68% free, 5MB/17MB, paused 348us total 61.130ms 
1214 1242 _u                   com.lenovo.ue.device  |        p]                `>                        
1214 1242 _u          ,        com.android.se   B        &                                          
1214 1242 _u     }             com.Lct.Ext.Feature   M        .                `$                        
1408 1408  ndroid.systemu Explicit concurrent copying GC freed 1985(193KB) AllocSpace objects, 0(0B) LOS objects, 67% free, 5MB/17MB, paused 270us total 60.267ms 
1214 1242 _u     \    K'       com.dolby.daxservice   U       `1                 c                        
1214 1242 _u     U    0'       com.lenovo.ota  0         V                0                         
1214 1242 _u     J             com.lct.lottie  D         S                P                         
1214 1242 _u     G    9'       com.lenovo.tablet.masterservice   f        D                `w                        
1214 1242 _u          6'       com.android.systemui   6                                           (       
0 0   arb_monitor_work start 
0 0   arb_monitor_work | ibus_current = 501675 uA 
0 0   arb_monitor_work | vbus_voltage = 4864352 uA 
0 0  pmi632_charger smblib_get_prop_usb_online: POWER_PATH_STATUS = 0x95 
0 0  pmi632_charger smblib_get_prop_dc_online: POWER_PATH_STATUS = 0x95 
0 0  pmi632_charger smblib_get_prop_batt_health: BATTERY_CHARGER_STATUS_2 = 0x08 
0 0  pmi632_charger smblib_get_prop_usb_online: POWER_PATH_STATUS = 0x95 
0 0  pmi632_charger smblib_get_charge_param: input current limit status = 500000 (0x0a) 
0 0  pmi632_charger smblib_get_prop_usb_online: POWER_PATH_STATUS = 0x95 
0 0  healthd battery l=68 v=4069 t=28.9 h=2 st=2 c=-488 fc=4961000 cc=4 chg=u 
0 0  init Service 'vendor.ims_rtp_daemon' (pid 3595) exited with status 0 
0 0  init Sending signal 9 to service 'vendor.ims_rtp_daemon' (pid 3595) process group... 
0 0  libprocessgroup Successfully killed process cgroup uid 1000 pid 3595 in 0ms 
0 0  init starting service 'vendor.ims_rtp_daemon'... 
0 0  init Service 'vendor.imsdatadaemon' (pid 3573) exited with status 1 
0 0  init Sending signal 9 to service 'vendor.imsdatadaemon' (pid 3573) process group... 
0 0  libprocessgroup Successfully killed process cgroup uid 1000 pid 3573 in 0ms 
0 0  init starting service 'vendor.imsdatadaemon'... 
0 0  init Created socket '/dev/socket/ims_datad', mode 660, user 1000, group 1001 
3614 3614  RTPServiceImpl qpLogDiagInit <== result : 1; log_write_mutex is Initialized 
3614 3614  RTPServiceImpl [IMS_AP_RTP]"RTP Daemon main entry : 3e9" 
3614 3614  RTPServiceImpl [IMS_AP_RTP]"RTP Daemon bLogRTPMsgs 1, bLogRTPDataMsgs 2, bLogAdbMsgs 0" 
3614 3614  Diag_Lib [IMS_AP_RTP]"qvp_rtp_task_init" 
3614 3614  RTPServiceImpl [IMS_AP_RTP]"ims-rtp-daemon listen done" 
3614 3614  RTPServiceImpl [IMS_AP_RTP]"ims-rtp-daemon qmi_rtp_register_service >" 
3614 3620  Diag_Lib DPL : gIsQXDMDisabled 0, gIsADBDisabled 1, gIsDebugDisabled 0, gIsIMSLogsDisabled 0 gIsDebugDataPathDisabled = 0 
3614 3620  Diag_Lib [IMS_AP_RTP]"qvp_rtp_handle_signals call ret qpDplInitTaskInfo 1" 
3614 3620  Diag_Lib [IMS_FATAL]| 3620 |qpNetSetReadFds - DataD IPC socket not available 
3614 3620  Diag_Lib [IMS_FATAL]| 3620 |qpCheckSockEventsOnNetConnProfiles : pNetConnProfileArray NULL 
3614 3620  Diag_Lib [IMS_FATAL]| 3620 |qpNetSetReadFds - DataD IPC socket not available 
3614 3614  RTPServiceImpl [IMS_AP_RTP]"ims-rtp-daemon qmi_rtp_register_service rc : 0" 
3614 3614  RTPServiceImpl [IMS_AP_RTP]"ims-rtp-daemon qmi_rtp_register_service service_cookie.service_handle : 0x1" 
3614 3614  RTPServiceImpl [IMS_AP_RTP]"HIDL Service is starting." 
3614 3614  Diag_Lib bLogRTPMSgs =1,rtpdata=2,adblog=0 
3614 3621  RTPServiceImpl [IMS_AP_RTP]"ms-rtp-daemon ims_rtp_qmi_handler_thread_func >" 
3614 3614  RTPServiceImpl [IMS_AP_RTP]"RTPService callback Registraton" 
400 400 TENS       121035042          
3614 3614  RTPServiceImpl [IMS_AP_RTP]"[ION_RTP]Device open success" 
3614 3620  Diag_Lib [IMS_FATAL]| 3620 |qpCheckSockEventsOnNetConnProfiles : pNetConnProfileArray NULL 
3614 3620  Diag_Lib [IMS_AP_RTP]"rtp_register :: active num_users 1 " 
3614 3620  Diag_Lib [IMS_FATAL]| 3620 |qpdpl: qpDplMainLoop : DPL Initialize Failed, Exit 
3614 3620  Diag_Lib [IMS_AP_RTP]"qvp_rtp_sl_register_cb : app data = 1" 
3614 3620  Diag_Lib qvp_rtp_media_init  
3614 3620  Diag_Lib [IMS_AP_RTP]"qvp_rtp_dpl_init_cb: Dpl initialize Failure" 
0 0  init Service 'vendor.ims_rtp_daemon' (pid 3614) exited with status 2 
0 0  init Sending signal 9 to service 'vendor.ims_rtp_daemon' (pid 3614) process group... 
0 0  libprocessgroup Successfully killed process cgroup uid 1000 pid 3614 in 0ms 
3615 3615  Diag_Lib qpLogDiagInit <== result : 1 
3615 3615  Diag_Lib DATAD : gIsQXDMDisabled 0, gIsADBDisabled 1, gIsDebugDisabled 0, gIsIMSLogsDisabled 0 
3615 3615  Diag_Lib [IMS_DataD] imsdatad.c | 5855 | | 3615 |DATAD#$$#0#DATAD STARTED 
3615 3615  QMI_FW QMUXD: WARNING qmi_qmux_if_pwr_up_init failed! rc=-6  
0 0  init processing action (vendor.ims.DATA_DAEMON_STATUS=1) from (/vendor/etc/init/hw/init.target.rc:287) 
0 0  init Received control message 'stop' for 'vendor.imsrcsservice' from pid: 3615 (/system/vendor/bin/imsdatadaemon) 
0 0  init Sending signal 9 to service 'vendor.imsrcsservice' (pid 3593) process group... 
0 0  libprocessgroup Successfully killed process cgroup uid 1000 pid 3593 in 5ms 
0 0  init Received control message 'start' for 'vendor.imsrcsservice' from pid: 3615 (/system/vendor/bin/imsdatadaemon) 
0 0  init Service 'vendor.imsrcsservice' (pid 3593) received signal 9 
0 0  init starting service 'vendor.imsrcsservice'... 
0 0  init Received control message 'stop' for 'vendor.imsrcsservice' from pid: 3615 (/system/vendor/bin/imsdatadaemon) 
0 0  init Sending signal 9 to service 'vendor.imsrcsservice' (pid 3634) process group... 
0 0  libprocessgroup Successfully killed process cgroup uid 1000 pid 3634 in 5ms 
0 0  init Service 'vendor.imsrcsservice' (pid 3634) received signal 9 
0 0  init Received control message 'start' for 'vendor.imsrcsservice' from pid: 3615 (/system/vendor/bin/imsdatadaemon) 
0 0  init starting service 'vendor.imsrcsservice'... 
3635 3635  imsrcsd Uce Service HAL  is starting up... 
3635 3635  imsrcsd getAndroidPropValue : vendor.ims.DATA_DAEMON_STATUS[1] 
0 0   arb_monitor_work start 
0 0   arb_monitor_work | ibus_current = 501025 uA 
0 0   arb_monitor_work | vbus_voltage = 4871616 uA 
0 0  init starting service 'vendor.ims_rtp_daemon'... 
3637 3637  RTPServiceImpl qpLogDiagInit <== result : 1; log_write_mutex is Initialized 
3637 3637  RTPServiceImpl [IMS_AP_RTP]"RTP Daemon main entry : 3e9" 
3637 3637  RTPServiceImpl [IMS_AP_RTP]"RTP Daemon bLogRTPMsgs 1, bLogRTPDataMsgs 2, bLogAdbMsgs 0" 
3637 3637  Diag_Lib [IMS_AP_RTP]"qvp_rtp_task_init" 
3637 3637  RTPServiceImpl [IMS_AP_RTP]"ims-rtp-daemon listen done" 
3637 3637  RTPServiceImpl [IMS_AP_RTP]"ims-rtp-daemon qmi_rtp_register_service >" 
3637 3642  Diag_Lib DPL : gIsQXDMDisabled 0, gIsADBDisabled 1, gIsDebugDisabled 0, gIsIMSLogsDisabled 0 gIsDebugDataPathDisabled = 0 
3637 3642  Diag_Lib [IMS_AP_RTP]"qvp_rtp_handle_signals call ret qpDplInitTaskInfo 1" 
3637 3642  Diag_Lib [IMS_FATAL]| 3642 |qpNetSetReadFds - DataD IPC socket not available 
3637 3642  Diag_Lib [IMS_FATAL]| 3642 |qpCheckSockEventsOnNetConnProfiles : pNetConnProfileArray NULL 
3637 3637  RTPServiceImpl [IMS_AP_RTP]"ims-rtp-daemon qmi_rtp_register_service rc : 0" 
3637 3637  RTPServiceImpl [IMS_AP_RTP]"ims-rtp-daemon qmi_rtp_register_service service_cookie.service_handle : 0x1" 
3637 3637  RTPServiceImpl [IMS_AP_RTP]"HIDL Service is starting." 
3637 3637  Diag_Lib bLogRTPMSgs =1,rtpdata=2,adblog=0 
3637 3643  RTPServiceImpl [IMS_AP_RTP]"ms-rtp-daemon ims_rtp_qmi_handler_thread_func >" 
3637 3637  RTPServiceImpl [IMS_AP_RTP]"RTPService callback Registraton" 
3637 3637  RTPServiceImpl [IMS_AP_RTP]"[ION_RTP]Device open success" 
3637 3642  Diag_Lib [IMS_FATAL]| 3642 |qpCheckSockEventsOnNetConnProfiles : pNetConnProfileArray NULL 
3637 3642  Diag_Lib [IMS_AP_RTP]"rtp_register :: active num_users 1 " 
747 779  storaged getDiskStats failed with result NOT_SUPPORTED and size 0 
3635 3635  imsrcsd getAndroidPropValue : vendor.ims.modem.multisub.cap[1] 
3635 3635  imsrcsd Uce Service HAL  detected modemVersion[1] 
3635 3635  imsrcsd getAndroidPropValue : vendor.ims.rcs_version[0] 
3635 3635  imsrcsd getAndroidPropValue : vendor.ims.rcs_version[0] 
3635 3635  imsrcsd Uce Service HAL  loading imsrcsbaseimpl 
3635 3635  imsrcsd Starting Service for First Time imsbaseimpl 
3635 3635  imsrcsd ImsRcsBaseImpl CM_IMSCONNECTIONMANAGER_CREATE_CONNECTION Before Registering Service 
1552 1671  QRCSService IServiceNotification.onRegistration 
1552 1671  QRCSService Trying to get HIDL-IUceService 
3635 3635  imsrcsd ImsRcsBaseImpl CM_IMSCONNECTIONMANAGER_CREATE_CONNECTION After Registering Service 
3635 3635   [IMS_COM] |ImsCom.cpp | 53 | | 3635 |Com Fd: 7 
3635 3635   [IMS_COM] |ImsCom.cpp | 158 | | 3635 |ImsCom::addComEventHandler(int 7, ComEventCallback 0x791e25c294, void* 0x0, ComCloseCallback 0x0, events 17) EX 
3635 3635   [IMS_COM] |ImsCom.cpp | 170 | | 3635 |ImsCom::addComEventHandler epoll_ctl returns: 0 
3635 3635   [IMS_COM] |ImsCom.cpp | 56 | | 3635 |ImsCom is ready. epollFd:6 
3635 3635   [IMS_COM] |ImsQmiSvc.cpp | 42 | | 3635 |ImsQmiSvc: Xtor  
3635 3635   [IMS_COM] |ImsQmiSvc.cpp | 44 | | 3635 |ImsQmiSvc: qmiimssvcfd : 8  
3635 3635   [IMS_COM] |ImsCom.cpp | 158 | | 3635 |ImsCom::addComEventHandler(int 8, ComEventCallback 0x791e260e7c, void* 0x791de25140, ComCloseCallback 0x0, events 1) EX 
